CustomerName;Age;MaritalStatus;Gender;YearlyIncome;TotalChildren;NumberChildrenAtHome;Education;Occupation;HouseOwnerFlag;NumberCarsOwned;CustomerType;CustomerScore
Hailey Perry;53;S;F;10000,00;0;0;Partial High School;Manual;1;2;Person;Poor
Kellie Serrano;52;S;F;40000,00;2;2;Partial College;Clerical;1;0;Person;Standard
Cedric Zhu;53;S;M;20000,00;0;0;Partial High School;Manual;0;2;Person;Poor
Ebony Vance;53;S;F;20000,00;0;0;Partial High School;Manual;1;2;Person;Poor
Linda Romero;53;S;F;20000,00;0;0;Partial High School;Manual;1;2;Person;Poor
Beth Romero;53;S;F;30000,00;0;0;High School;Manual;0;1;Person;Good
Arturo Ye;54;S;M;40000,00;2;2;Partial College;Clerical;1;0;Person;Standard
Cedric Chande;54;S;M;40000,00;2;2;Partial College;Clerical;1;0;Person;Standard
Aimee Zhou;53;M;F;40000,00;2;2;Partial College;Clerical;0;1;Person;Standard
Aaron Shan;53;S;M;40000,00;2;2;Partial College;Clerical;1;2;Person;Standard
Andre Kovár;54;S;M;50000,00;0;0;Graduate Degree;Skilled Manual;0;0;Person;Good
Joshua Walker;49;S;M;40000,00;3;3;Partial College;Clerical;1;0;Person;Poor
Sheena Luo;50;S;F;40000,00;3;3;Partial College;Clerical;1;2;Person;Poor
Luis Phillips;50;M;M;50000,00;0;0;Graduate Degree;Skilled Manual;1;0;Person;Good
Caitlin Cooper;50;M;F;50000,00;0;0;Graduate Degree;Skilled Manual;1;0;Person;Good
Alexandra Howard;49;S;F;40000,00;4;4;Partial College;Clerical;1;1;Person;Poor
Victoria Griffin;95;M;F;20000,00;2;0;Partial College;Clerical;0;2;Person;Poor
Alex Kelly;58;M;M;60000,00;0;0;Graduate Degree;Skilled Manual;1;0;Person;Good
Kaitlyn Carter;71;S;F;10000,00;2;1;High School;Manual;1;2;Person;Poor
Kathryn Sharma;71;M;F;10000,00;2;1;High School;Manual;1;2;Person;Poor
Jocelyn Foster;71;S;F;20000,00;2;0;High School;Manual;1;2;Person;Poor
Isabella Stewart;71;M;F;20000,00;2;0;High School;Manual;0;2;Person;Poor
Arianna Howard;71;M;F;20000,00;2;0;High School;Manual;0;2;Person;Poor
Amanda Barnes;71;M;F;20000,00;2;0;High School;Manual;0;2;Person;Poor
Mariah Price;70;M;F;20000,00;2;0;Partial High School;Manual;0;2;Person;Poor
Christina Torres;70;M;F;20000,00;2;0;Partial High School;Manual;0;2;Person;Poor
Melody Vazquez;70;M;F;20000,00;3;0;Partial High School;Clerical;0;2;Person;Poor
Stephanie Watson;70;S;F;20000,00;3;0;Partial High School;Clerical;1;2;Person;Poor
Joan Morgan;70;M;F;30000,00;1;0;High School;Clerical;1;1;Person;Standard
Katherine King;70;M;F;40000,00;1;0;Partial College;Clerical;1;1;Person;Standard
Jermaine Arthur;69;M;M;30000,00;1;0;High School;Clerical;0;2;Person;Poor
Christian Simmons;69;M;M;30000,00;1;0;High School;Clerical;0;2;Person;Poor
Taylor Kelly;69;M;F;30000,00;1;0;High School;Clerical;0;2;Person;Poor
Ian Davis;69;M;M;30000,00;2;0;High School;Skilled Manual;1;2;Person;Poor
Alex Lopez;69;M;M;40000,00;1;0;Partial College;Clerical;1;1;Person;Standard
Marcus Griffin;68;M;M;30000,00;2;0;High School;Skilled Manual;0;2;Person;Poor
Alexia Powell;68;M;F;30000,00;2;0;High School;Skilled Manual;0;2;Person;Poor
Jesse Sanders;68;M;M;30000,00;2;0;High School;Skilled Manual;1;2;Person;Poor
Teresa Serrano;68;M;F;40000,00;1;0;Partial College;Clerical;1;1;Person;Standard
Thomas Alexander;68;M;M;40000,00;1;0;Partial College;Clerical;1;1;Person;Standard
Jonathan Washington;68;M;M;40000,00;1;0;Partial College;Clerical;1;1;Person;Standard
Jennifer King;67;M;F;30000,00;2;0;High School;Skilled Manual;1;2;Person;Poor
Lucas Carter;67;M;M;30000,00;2;0;High School;Skilled Manual;1;2;Person;Poor
Christian Taylor;67;M;M;30000,00;2;0;High School;Skilled Manual;0;2;Person;Poor
Wyatt Lopez;67;M;M;40000,00;1;0;Partial College;Clerical;1;1;Person;Standard
Charles Morgan;66;M;M;40000,00;2;0;Partial College;Clerical;1;1;Person;Standard
Rachel Thomas;66;S;F;40000,00;2;0;Partial College;Clerical;1;1;Person;Standard
Marshall Nara;66;S;M;40000,00;2;0;Partial College;Clerical;1;1;Person;Standard
Michelle Sanders;66;M;F;40000,00;2;0;Partial College;Clerical;1;1;Person;Standard
Carlos Mitchell;66;M;M;80000,00;5;0;Graduate Degree;Skilled Manual;1;0;Person;Poor
Madeline Edwards;66;M;F;80000,00;4;0;Graduate Degree;Skilled Manual;1;0;Person;Standard
Samantha Garcia;66;S;F;80000,00;4;0;Graduate Degree;Skilled Manual;1;0;Person;Standard
Natalie Rodriguez;66;S;F;80000,00;4;0;Graduate Degree;Skilled Manual;0;0;Person;Standard
Anthony Miller;66;S;M;80000,00;4;0;Graduate Degree;Skilled Manual;1;0;Person;Standard
Bruce Alonso;65;M;M;40000,00;2;0;Partial College;Clerical;1;1;Person;Standard
Haley Long;65;M;F;40000,00;2;0;Partial College;Clerical;1;1;Person;Standard
Carly Sharma;65;M;F;60000,00;4;0;Graduate Degree;Skilled Manual;1;0;Person;Poor
Seth Ramirez;65;M;M;60000,00;4;0;Graduate Degree;Skilled Manual;1;0;Person;Poor
Maria Russell;65;M;F;60000,00;4;0;Graduate Degree;Skilled Manual;1;0;Person;Poor
Michael White;65;M;M;60000,00;4;0;Graduate Degree;Skilled Manual;1;0;Person;Poor
Kayla Lee;65;M;F;60000,00;4;0;Graduate Degree;Skilled Manual;1;0;Person;Poor
Alan Ye;65;M;M;60000,00;4;0;Graduate Degree;Skilled Manual;1;0;Person;Poor
Amanda Collins;65;M;F;60000,00;4;0;Graduate Degree;Skilled Manual;1;0;Person;Poor
Eduardo Walker;65;M;M;60000,00;4;0;Graduate Degree;Skilled Manual;1;0;Person;Poor
Isabella Taylor;52;S;F;50000,00;0;0;Graduate Degree;Skilled Manual;1;0;Person;Good
Marcus Perez;52;M;M;50000,00;0;0;Graduate Degree;Skilled Manual;1;0;Person;Good
Bridget Pal;51;M;F;40000,00;0;0;Graduate Degree;Skilled Manual;1;0;Person;Good
Sara Gonzalez;51;S;F;40000,00;1;0;Graduate Degree;Skilled Manual;1;0;Person;Standard
Miguel Williams;51;M;M;40000,00;1;0;Graduate Degree;Skilled Manual;0;0;Person;Standard
Kayla Harrison;51;M;F;40000,00;1;0;Graduate Degree;Skilled Manual;1;0;Person;Standard
Ryan Patterson;51;M;M;40000,00;1;0;Graduate Degree;Skilled Manual;1;0;Person;Standard
Hailey Rivera;53;M;F;60000,00;1;0;Graduate Degree;Skilled Manual;1;0;Person;Good
Gary Martin;54;S;M;10000,00;0;0;Graduate Degree;Manual;1;0;Person;Poor
Brenda Rana;62;M;F;10000,00;1;0;Graduate Degree;Manual;1;0;Person;Poor
Emmanuel Subram;62;S;M;10000,00;1;0;Graduate Degree;Manual;1;0;Person;Poor
Claudia Guo;63;S;F;10000,00;1;0;Bachelors;Manual;1;0;Person;Poor
Dawn Hu;66;M;F;10000,00;1;0;Bachelors;Manual;1;0;Person;Poor
Mathew Munoz;66;M;M;10000,00;1;0;Bachelors;Manual;1;0;Person;Poor
Peter Raje;66;M;M;20000,00;1;0;Graduate Degree;Clerical;1;0;Person;Standard
Connor Jenkins;67;M;M;10000,00;1;0;Bachelors;Manual;1;0;Person;Poor
Ronald Chandra;67;S;M;10000,00;1;0;Partial College;Manual;1;0;Person;Poor
Jon Li;67;S;M;10000,00;2;0;Partial College;Manual;1;0;Person;Poor
Nicole Rodriguez;68;S;F;10000,00;2;0;Partial College;Manual;1;0;Person;Poor
Katelyn Torres;69;M;F;10000,00;2;0;Partial College;Manual;1;0;Person;Poor
Brandon Williams;69;M;M;10000,00;2;0;Partial College;Manual;1;0;Person;Poor
James Lopez;69;M;M;10000,00;2;0;Partial College;Manual;1;0;Person;Poor
Jordan Foster;69;M;M;10000,00;2;0;Partial College;Manual;1;1;Person;Poor
Julie Jai;69;M;F;10000,00;2;0;Partial College;Manual;1;1;Person;Poor
Benjamin Anderson;70;M;M;10000,00;2;0;Partial College;Manual;1;1;Person;Poor
Brittney He;83;M;F;10000,00;2;0;Partial College;Manual;1;1;Person;Poor
Calvin Shan;82;S;M;40000,00;1;0;Graduate Degree;Clerical;1;0;Person;Standard
Preston Prasad;44;S;M;10000,00;0;0;Partial College;Manual;0;1;Person;Poor
Michael Rothkugel;45;M;M;10000,00;0;0;Partial College;Manual;1;1;Person;Poor
Margaret Lu;45;S;F;10000,00;0;0;Partial College;Manual;1;1;Person;Poor
Tracy Andersen;45;S;F;10000,00;0;0;Partial College;Manual;1;1;Person;Poor
Connor Ross;44;M;M;20000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Geoffrey Rodriguez;46;S;M;10000,00;0;0;Partial College;Manual;0;1;Person;Poor
Rachel Powell;47;S;F;10000,00;0;0;High School;Manual;0;2;Person;Poor
Raymond Madan;45;S;M;20000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Kathleen Rubio;45;M;F;20000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Hany Morcos;46;M;M;20000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Shannon Ruiz;47;S;M;20000,00;0;0;Partial College;Manual;0;0;Person;Good
Troy Martinez;47;M;M;20000,00;0;0;Partial College;Manual;1;0;Person;Good
Derek Xu;81;S;M;30000,00;1;0;Bachelors;Clerical;1;0;Person;Standard
Pamela Kapoor;81;M;F;40000,00;1;0;Graduate Degree;Clerical;1;0;Person;Standard
Jillian Raman;63;S;F;20000,00;1;1;Partial College;Manual;0;0;Person;Standard
Jillian Perez;63;S;F;20000,00;1;1;Partial College;Manual;0;0;Person;Standard
Jaclyn Shan;63;M;F;30000,00;4;0;Graduate Degree;Clerical;1;0;Person;Poor
Andy Diaz;63;M;M;30000,00;4;0;Graduate Degree;Clerical;1;0;Person;Poor
Whitney Martinez;63;M;F;30000,00;4;0;Graduate Degree;Clerical;1;0;Person;Poor
Drew Xu;63;M;M;30000,00;4;0;Graduate Degree;Clerical;1;0;Person;Poor
Kelvin Tang;63;S;M;30000,00;3;0;Graduate Degree;Clerical;1;0;Person;Poor
Douglas Sai;64;S;M;20000,00;1;1;Partial College;Manual;0;0;Person;Standard
Brenda Kapoor;64;S;F;30000,00;3;0;Graduate Degree;Clerical;1;0;Person;Poor
Ruben Gutierrez;65;M;M;20000,00;2;0;Partial College;Manual;1;1;Person;Poor
Stanley Chandra;65;M;M;20000,00;2;0;Partial College;Manual;1;1;Person;Poor
Jimmy Rubio;65;M;M;20000,00;2;0;Partial College;Manual;1;1;Person;Poor
Chloe Jones;65;S;F;30000,00;3;0;Graduate Degree;Clerical;1;0;Person;Poor
Courtney Lopez;65;S;F;30000,00;3;0;Graduate Degree;Clerical;1;0;Person;Poor
Alison Xie;66;S;F;20000,00;2;0;Partial College;Manual;1;1;Person;Poor
Jésus Alonso;66;S;M;30000,00;1;0;Graduate Degree;Clerical;1;0;Person;Standard
Tyrone Moreno;64;S;M;30000,00;3;0;Bachelors;Clerical;1;0;Person;Poor
Jose Shan;64;M;M;30000,00;3;0;Bachelors;Clerical;1;0;Person;Poor
Nicolas Pal;65;M;M;30000,00;3;0;Bachelors;Clerical;1;0;Person;Poor
Barry Malhotra;65;M;M;30000,00;3;0;Bachelors;Clerical;1;0;Person;Poor
Lee Alonso;65;M;M;30000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Kyle Young;65;M;M;30000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Vincent Liu;66;M;M;30000,00;1;0;Bachelors;Clerical;1;0;Person;Standard
Faith Washington;54;S;F;20000,00;0;0;Partial College;Manual;1;1;Person;Standard
Lance Navarro;54;M;M;20000,00;0;0;Partial College;Manual;0;1;Person;Standard
Frank Sanz;54;S;M;20000,00;0;0;Partial College;Manual;0;1;Person;Standard
Yolanda Raje;54;M;F;30000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Jarrod Rana;54;M;M;30000,00;0;0;Bachelors;Clerical;0;0;Person;Good
Kara Raji;55;S;F;10000,00;2;2;High School;Manual;1;0;Person;Poor
Abigail Ross;54;M;F;30000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Tiffany Hu;55;S;F;20000,00;0;0;Partial College;Manual;0;1;Person;Standard
Jerry Becker;55;S;M;20000,00;0;0;Partial College;Manual;0;1;Person;Standard
Damien Stone;55;M;M;30000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Roy Romero;55;S;M;30000,00;0;0;Bachelors;Clerical;0;0;Person;Good
Preston Lopez;55;S;M;40000,00;0;0;Graduate Degree;Clerical;1;0;Person;Good
Nicolas Nara;55;M;M;40000,00;0;0;Graduate Degree;Clerical;1;0;Person;Good
Marshall Sutton;55;M;M;40000,00;0;0;Graduate Degree;Clerical;1;0;Person;Good
Erica Xu;55;M;F;40000,00;0;0;Graduate Degree;Clerical;1;0;Person;Good
Grace Howard;55;M;F;50000,00;0;0;Graduate Degree;Skilled Manual;1;0;Person;Good
Luis Ross;102;M;M;20000,00;2;0;Partial College;Manual;1;1;Person;Poor
David Jones;102;M;M;130000,00;0;0;Bachelors;Professional;1;0;Person;Good
Noah Johnson;72;M;M;10000,00;3;0;Partial College;Manual;0;2;Person;Poor
Misty Shan;73;M;F;10000,00;4;0;High School;Manual;0;2;Person;Poor
David Martinez;56;S;M;10000,00;2;2;High School;Manual;1;1;Person;Poor
Jaime Moreno;56;S;F;10000,00;2;2;High School;Manual;1;1;Person;Poor
Adriana Arthur;56;S;F;10000,00;3;3;High School;Manual;1;0;Person;Poor
Theodore Moreno;56;S;M;10000,00;3;3;High School;Manual;1;0;Person;Poor
Joel Subram;56;M;M;20000,00;1;1;Partial College;Manual;1;0;Person;Standard
Edwin Lal;56;S;M;20000,00;1;1;Partial College;Manual;0;1;Person;Standard
Julia Washington;56;M;F;20000,00;1;1;Partial College;Manual;1;1;Person;Standard
Jackson Alexander;56;S;M;30000,00;1;0;Bachelors;Clerical;1;0;Person;Standard
Richard Ross;56;S;M;30000,00;1;0;Bachelors;Clerical;1;0;Person;Standard
Erika Ortega;56;M;F;30000,00;1;0;Bachelors;Clerical;1;0;Person;Standard
Pamela Sanchez;56;M;F;40000,00;0;0;Graduate Degree;Clerical;1;0;Person;Good
Isabella Washington;57;S;F;10000,00;3;3;High School;Manual;1;1;Person;Poor
Wendy Navarro;57;S;F;20000,00;1;1;Partial College;Manual;0;1;Person;Standard
Sabrina Suarez;57;M;F;20000,00;1;1;Partial College;Manual;1;1;Person;Standard
Latoya Rai;57;M;F;30000,00;1;1;Bachelors;Clerical;1;0;Person;Standard
Darren Schmidt;57;S;M;30000,00;1;1;Bachelors;Clerical;0;0;Person;Standard
Terry Xie;57;S;M;30000,00;1;1;Bachelors;Clerical;0;0;Person;Standard
Bruce Raman;57;M;M;30000,00;1;1;Bachelors;Clerical;1;0;Person;Standard
Damien Li;58;S;M;10000,00;4;4;Partial High School;Manual;1;1;Person;Poor
Clayton Raje;58;S;M;10000,00;4;4;Partial High School;Manual;1;1;Person;Poor
Manuel Patel;58;S;M;20000,00;1;1;High School;Manual;0;1;Person;Standard
Clayton Anand;58;S;M;20000,00;1;1;High School;Manual;0;1;Person;Standard
Darrell Anand;57;M;M;40000,00;0;0;Bachelors;Clerical;0;0;Person;Good
Henry Sara;57;M;M;40000,00;0;0;Bachelors;Clerical;0;0;Person;Good
Robert Hall;97;M;M;30000,00;1;0;Bachelors;Clerical;1;1;Person;Standard
Alyssa Thomas;58;S;F;20000,00;2;2;High School;Manual;1;0;Person;Poor
Ruben Jimenez;58;S;M;30000,00;1;1;Bachelors;Clerical;0;1;Person;Standard
Arthur Sai;58;M;M;30000,00;1;1;Bachelors;Skilled Manual;1;1;Person;Standard
Mayra Sai;58;M;F;30000,00;1;1;Bachelors;Skilled Manual;1;2;Person;Poor
Grant Ferrier;58;M;M;30000,00;1;1;Bachelors;Skilled Manual;1;2;Person;Poor
Angela Cook;59;S;F;10000,00;5;3;Partial High School;Manual;1;2;Person;Poor
Natalie Russell;59;S;F;10000,00;4;3;Partial High School;Manual;1;2;Person;Poor
Chad Xu;59;S;M;20000,00;2;2;High School;Manual;1;1;Person;Poor
Shane Subram;59;M;M;30000,00;1;1;Bachelors;Skilled Manual;1;2;Person;Poor
Robyn Diaz;59;M;F;30000,00;1;1;Bachelors;Skilled Manual;1;2;Person;Poor
Ebony Gomez;59;M;F;30000,00;1;1;Bachelors;Skilled Manual;1;2;Person;Poor
Jessie Munoz;60;S;F;10000,00;5;2;Partial High School;Manual;1;1;Person;Poor
Briana Ruiz;60;S;F;10000,00;5;2;Partial High School;Manual;1;1;Person;Poor
Terrence Shan;60;S;M;10000,00;3;2;Partial High School;Manual;1;2;Person;Poor
Wyatt Foster;60;S;M;10000,00;3;2;Partial High School;Manual;1;2;Person;Poor
Kelly Weadock;61;S;F;10000,00;3;2;Partial High School;Manual;1;2;Person;Poor
Carolyn Malhotra;58;M;F;40000,00;0;0;Bachelors;Professional;1;0;Person;Good
Katrina Raje;58;M;F;40000,00;0;0;Bachelors;Professional;0;0;Person;Good
Christy Hu;58;M;F;40000,00;0;0;Bachelors;Professional;0;0;Person;Good
Wesley Liu;61;S;M;30000,00;2;2;Partial College;Clerical;1;0;Person;Poor
Gilbert Zeng;62;M;M;30000,00;1;0;Partial College;Clerical;1;1;Person;Standard
Latasha Carlson;59;S;F;30000,00;2;2;Partial College;Clerical;1;1;Person;Poor
Kathleen Carlson;59;S;F;30000,00;2;2;Partial College;Clerical;1;2;Person;Poor
Tonya Tang;59;M;F;40000,00;1;0;Bachelors;Skilled Manual;1;0;Person;Standard
Neil Ramos;60;M;M;30000,00;2;2;Partial College;Clerical;0;2;Person;Poor
Gretchen Rivas;60;S;F;30000,00;2;2;Partial College;Clerical;1;2;Person;Poor
Jaclyn Rai;60;S;F;30000,00;2;2;Partial College;Clerical;1;2;Person;Poor
Melinda Carlson;60;M;F;40000,00;1;0;Bachelors;Skilled Manual;1;0;Person;Standard
Clayton Wagner;60;M;M;40000,00;1;0;Bachelors;Skilled Manual;1;0;Person;Standard
Isabella Powell;61;M;F;40000,00;1;0;Bachelors;Skilled Manual;1;0;Person;Standard
Alberto Sanz;47;S;M;20000,00;0;0;High School;Manual;1;1;Person;Standard
Kristin Xu;45;S;F;20000,00;4;4;High School;Manual;1;2;Person;Poor
Jeffery Guo;45;S;M;20000,00;4;4;High School;Manual;1;3;Person;Poor
Tammy Martinez;45;S;F;20000,00;5;5;High School;Manual;1;2;Person;Poor
Raymond Kapoor;45;S;M;30000,00;3;3;Partial College;Clerical;1;1;Person;Poor
Darryl Zeng;45;S;M;30000,00;3;3;Partial College;Clerical;1;2;Person;Poor
Drew Chande;61;M;M;40000,00;1;0;Bachelors;Skilled Manual;1;0;Person;Standard
Brian Sanchez;61;M;M;40000,00;1;0;Bachelors;Skilled Manual;1;0;Person;Standard
Cole Kelly;62;S;M;30000,00;1;0;Partial College;Clerical;1;1;Person;Standard
Laura Li;46;S;F;30000,00;4;4;Partial College;Clerical;1;3;Person;Poor
Haley Young;47;S;F;30000,00;5;5;Partial College;Clerical;1;1;Person;Poor
Desiree Jimenez;47;S;F;30000,00;5;5;Partial College;Clerical;1;3;Person;Poor
Christy Cai;47;S;F;30000,00;0;0;Partial College;Clerical;0;1;Person;Good
Natalie Williams;47;S;F;30000,00;0;0;Partial College;Clerical;1;1;Person;Good
Carolyn Rowe;47;S;F;30000,00;0;0;Partial College;Clerical;0;1;Person;Good
Joshua Johnson;48;S;M;20000,00;0;0;High School;Manual;0;1;Person;Standard
Jillian Rodriguez;48;S;F;20000,00;0;0;High School;Manual;0;1;Person;Standard
Arturo Guo;49;M;M;10000,00;0;0;Partial High School;Manual;1;2;Person;Poor
Tasha Sharma;49;S;F;20000,00;0;0;High School;Manual;0;1;Person;Standard
Brett Rana;49;S;M;20000,00;0;0;High School;Manual;1;1;Person;Standard
Rebecca Hernandez;48;S;F;20000,00;0;0;High School;Manual;0;1;Person;Standard
Roger Tang;48;S;M;30000,00;0;0;Partial College;Clerical;0;1;Person;Good
Abby Chandra;48;S;F;30000,00;0;0;Partial College;Clerical;0;1;Person;Good
Marie Alvarez;48;S;F;30000,00;0;0;Partial College;Clerical;1;1;Person;Good
Xavier White;49;S;M;30000,00;0;0;Partial College;Clerical;0;1;Person;Good
Sandra Liang;50;S;F;10000,00;0;0;Partial High School;Manual;1;2;Person;Poor
Albert Suarez;50;S;M;20000,00;0;0;Partial High School;Manual;1;2;Person;Poor
Darrell Jai;50;S;M;20000,00;0;0;Partial High School;Manual;0;2;Person;Poor
Micah Ye;50;S;M;20000,00;0;0;Partial High School;Manual;0;2;Person;Poor
Neil Rubio;50;S;M;20000,00;0;0;Partial High School;Manual;1;2;Person;Poor
Nathan Foster;50;S;M;20000,00;0;0;Partial High School;Manual;0;2;Person;Poor
Dawn Pal;49;S;F;30000,00;0;0;Partial College;Clerical;0;1;Person;Good
Kristy Alonso;49;S;F;30000,00;0;0;Partial College;Clerical;0;1;Person;Good
Darren Kapoor;49;S;M;30000,00;0;0;Partial College;Clerical;0;1;Person;Good
Gerald Alonso;49;S;M;30000,00;0;0;Partial College;Clerical;0;1;Person;Good
Ruben Arun;62;M;M;20000,00;1;0;Graduate Degree;Clerical;1;0;Person;Standard
Darrell Beck;62;S;M;20000,00;1;0;Graduate Degree;Clerical;1;0;Person;Standard
Keith Goldberg;63;M;M;10000,00;1;0;Bachelors;Manual;1;0;Person;Poor
Sharon Xie;63;M;F;20000,00;1;0;Graduate Degree;Clerical;1;0;Person;Standard
Teresa Dominguez;63;M;F;20000,00;1;0;Graduate Degree;Clerical;1;0;Person;Standard
Emily Butler;89;S;F;10000,00;1;0;Graduate Degree;Clerical;1;0;Person;Poor
Cynthia Subram;89;M;F;30000,00;1;0;Graduate Degree;Clerical;1;0;Person;Standard
Virginia Madan;62;M;F;30000,00;5;0;Graduate Degree;Clerical;1;0;Person;Poor
Casey Rowe;67;M;M;10000,00;1;0;Partial College;Manual;1;0;Person;Poor
Arturo Yuan;67;M;M;10000,00;1;0;Partial College;Manual;1;0;Person;Poor
Ashley Foster;68;M;F;10000,00;2;0;Partial College;Manual;1;0;Person;Poor
Isaiah Richardson;70;S;M;10000,00;2;0;Partial College;Manual;1;1;Person;Poor
Preston Suri;87;S;M;10000,00;2;0;Bachelors;Clerical;1;1;Person;Poor
Francisco Vance;87;M;M;20000,00;1;0;Bachelors;Clerical;1;0;Person;Standard
April Andersen;86;M;F;30000,00;1;0;Graduate Degree;Clerical;1;0;Person;Standard
George Subram;85;M;M;10000,00;2;0;Bachelors;Clerical;1;1;Person;Poor
Jerry Andersen;84;M;M;20000,00;1;0;Bachelors;Clerical;1;0;Person;Standard
Jaclyn Kumar;83;M;F;10000,00;2;0;Partial College;Manual;1;1;Person;Poor
Mario Andersen;83;M;M;20000,00;1;0;Bachelors;Clerical;1;0;Person;Standard
Bruce Srini;83;M;M;20000,00;1;0;Partial College;Manual;1;0;Person;Standard
Diane Jimenez;83;M;F;20000,00;1;0;Partial College;Manual;1;0;Person;Standard
Matthew Miller;83;S;M;30000,00;1;0;Bachelors;Clerical;1;0;Person;Standard
Craig Romero;82;M;M;10000,00;3;0;Partial College;Manual;1;1;Person;Poor
Arthur Jiménez;82;S;M;40000,00;1;0;Graduate Degree;Clerical;1;0;Person;Standard
Meredith Vance;44;S;F;10000,00;0;0;Partial College;Manual;0;1;Person;Poor
Sabrina Rubio;44;M;F;10000,00;0;0;Partial College;Manual;0;1;Person;Poor
Autumn Liu;44;M;F;20000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Brandi Blanco;47;M;F;10000,00;0;0;High School;Manual;1;1;Person;Poor
Marshall Zeng;47;S;M;10000,00;0;0;High School;Manual;0;1;Person;Poor
Anna Martin;47;M;F;10000,00;0;0;High School;Manual;0;2;Person;Poor
Cassandra Sara;48;M;F;10000,00;1;1;High School;Manual;1;0;Person;Poor
Mayra Raman;48;M;F;10000,00;1;1;High School;Manual;1;0;Person;Poor
Frederick Sai;48;M;M;10000,00;1;1;High School;Manual;1;0;Person;Poor
Julio Serrano;45;M;M;20000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Mitchell Xie;45;S;M;20000,00;0;0;Bachelors;Clerical;0;0;Person;Good
Autumn Ma;45;M;F;20000,00;0;0;Bachelors;Clerical;0;0;Person;Good
Danny Suarez;45;S;M;20000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Keith Shan;45;S;M;20000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Joanna Ashe;45;M;F;20000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Eugene She;46;M;M;20000,00;0;0;Bachelors;Clerical;0;0;Person;Good
Carolyn Garcia;46;M;F;20000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Geoffrey Perez;46;M;M;20000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Clinton Gutierrez;46;S;M;20000,00;0;0;Bachelors;Clerical;0;0;Person;Good
Carolyn Rodriguez;47;S;F;20000,00;0;0;Partial College;Manual;0;0;Person;Good
Jimmy Hernandez;63;M;M;20000,00;1;1;Partial College;Manual;1;0;Person;Standard
Kaitlyn Campbell;63;M;F;30000,00;4;0;Graduate Degree;Clerical;1;0;Person;Poor
Barbara Zhu;64;M;F;10000,00;1;1;High School;Manual;1;1;Person;Poor
Sydney Young;64;S;F;20000,00;1;1;Partial College;Manual;0;0;Person;Standard
Nuan Ma;64;M;M;20000,00;1;1;Partial College;Manual;1;0;Person;Standard
Melody Carlson;64;S;F;20000,00;1;1;Partial College;Manual;0;0;Person;Standard
Clinton Sandberg;64;S;M;20000,00;1;1;Partial College;Manual;0;0;Person;Standard
Ruben Navarro;64;M;M;20000,00;1;1;Partial College;Manual;1;0;Person;Standard
Aimee Wang;64;S;F;20000,00;1;1;Partial College;Manual;0;0;Person;Standard
Marie Vance;65;M;F;20000,00;2;0;Partial College;Manual;1;1;Person;Poor
Connor Nelson;66;M;M;20000,00;2;0;Partial College;Manual;1;1;Person;Poor
Diana Carlson;66;M;F;20000,00;2;0;Partial College;Manual;1;1;Person;Poor
Diane Hernandez;66;M;F;30000,00;1;0;Graduate Degree;Clerical;1;0;Person;Standard
Michele Kapoor;64;M;F;30000,00;3;0;Graduate Degree;Clerical;1;0;Person;Poor
Leslie Romero;64;M;F;30000,00;3;0;Graduate Degree;Clerical;1;0;Person;Poor
Sheila Serrano;64;M;F;30000,00;3;0;Graduate Degree;Clerical;1;0;Person;Poor
Monica Prasad;64;S;F;40000,00;3;0;Graduate Degree;Clerical;1;0;Person;Poor
Omar Ye;65;M;M;30000,00;3;0;Bachelors;Clerical;1;0;Person;Poor
Gary Serrano;65;M;M;30000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Bianca Huang;66;M;F;30000,00;1;0;Bachelors;Clerical;1;0;Person;Standard
Cara Wang;54;M;F;10000,00;1;1;High School;Manual;1;1;Person;Poor
Lori Jimenez;54;S;F;10000,00;1;1;High School;Manual;0;1;Person;Poor
Cedric Wu;54;S;M;10000,00;1;1;High School;Manual;0;2;Person;Poor
Clifford Fernandez;54;S;M;20000,00;0;0;Partial College;Manual;1;1;Person;Standard
Luke Nelson;54;S;M;20000,00;0;0;Partial College;Manual;0;1;Person;Standard
Joe Suri;54;S;M;20000,00;0;0;Partial College;Manual;1;1;Person;Standard
Kristi Martin;55;S;F;10000,00;2;2;High School;Manual;1;0;Person;Poor
Lindsay Xu;54;S;F;30000,00;0;0;Bachelors;Clerical;0;0;Person;Good
